Age,Age_Group,Attriation_Num,Attrition,Attrition Status,Attrition_Flag,BusinessTravel,Current_Role_Tenure_Band,DailyRate,Department,dept,Distance_Band,DistanceFromHome,Education,Education_Label,EducationField,EmpID,Env_Sat_lable,EnvironmentSatisfaction,Experience_Band,Gender,HourlyRate,Income_Band,Job_Involve_lable,Job_Sat_lable,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Overtime Custom,OverTime_Flag,PercentSalaryHike,PerformanceRating,Previous_Employers_Band,Promotion Band new,Sum of Promotion Band Sort,Promotion_Gap_Band,Relationship_Sat_lable,RelationshipSatisfaction,Salary_Hike_Band,StockOptionLevel,Tenure_Band,Total Working Experience Band,TrainingTimesLastYear,TotalWorkingYears,W_L_Balance_lable,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,688,Research & Development,R & D,0-5,4,2,College,Life Sciences,EMP-2025,Very High,4,11-20 Years,Female,97,$5000-$7000,High,Medium,3,2,Manufacturing Director,2,Divorced,5131,9192,7,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,3,2-5 Years,16–20 Years,3,18,High,3,4,2,0,2
36,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,884,Research & Development,R & D,21+,23,2,College,Medical,EMP-2061,High,3,11-20 Years,Male,41,$0-$3000,Very High,Very High,4,2,Laboratory Technician,4,Married,2571,12290,4,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,16–20 Years,3,17,High,3,5,2,0,3
36,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1213,Human Resources,HR,0-5,2,1,Below College,Human Resources,EMP-1890,Medium,2,6-10 Years,Male,94,$3000-$5000,Medium,Very High,2,2,Human Resources,4,Single,3886,4223,1,No,Standard,0,21,4,1-2,0-1 Years,1,0-2 Years,Very High,4,21%+,0,6-10 Years,6–10 Years,2,10,Medium,2,10,1,0,8
36,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1302,Research & Development,R & D,6-10,6,4,Master,Life Sciences,EMP-1594,Low,1,6-10 Years,Male,80,$5000-$7000,Very High,Low,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,Overtime,1,13,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,6–10 Years,3,9,High,3,3,2,0,2
36,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,1195,Research & Development,R & D,11-20,11,3,Bachelor,Life Sciences,EMP-85,Medium,2,6-10 Years,Male,95,$5000-$7000,Medium,Medium,2,2,Manufacturing Director,2,Single,6499,22656,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,6-10 Years,6–10 Years,3,6,High,3,6,5,0,3
36,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,469,Research & Development,R & D,0-5,3,3,Bachelor,Technical Degree,EMP-1257,High,3,11-20 Years,Male,46,$3000-$5000,High,Medium,3,1,Research Scientist,2,Married,3692,9256,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,11+ Years,11–15 Years,2,12,Medium,2,11,10,0,7
36,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,541,Sales,Sales,0-5,3,4,Master,Medical,EMP-481,Low,1,11-20 Years,Male,48,$7000-$10000,Medium,Very High,2,3,Sales Executive,4,Married,9699,7246,4,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,1,11+ Years,16–20 Years,2,16,High,3,13,9,1,12
36,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,607,Sales,Sales,6-10,7,3,Bachelor,Marketing,EMP-1362,Low,1,11-20 Years,Female,83,$3000-$5000,Very High,Low,4,2,Sales Executive,1,Married,4639,2261,2,No,Standard,0,16,3,1-2,6+ Years,4,6+ Years,Very High,4,16-20%,1,11+ Years,16–20 Years,2,17,Medium,2,15,7,6,13
36,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,1467,Sales,Sales,11-20,11,2,College,Technical Degree,EMP-154,Medium,2,6-10 Years,Female,92,$7000-$10000,High,Very High,3,3,Sales Executive,4,Married,9738,22952,0,No,Standard,0,14,3,0,2–3 Years,2,0-2 Years,High,3,11-15%,1,6-10 Years,6–10 Years,6,10,High,3,9,7,2,8
36,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,1480,Research & Development,R & D,0-5,3,2,College,Medical,EMP-238,Very High,4,11-20 Years,Male,30,$0-$3000,High,Medium,3,1,Laboratory Technician,2,Single,2088,15062,4,No,Standard,0,12,3,9+,6+ Years,4,6+ Years,High,3,11-15%,0,6-10 Years,11–15 Years,3,13,Medium,2,8,7,7,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,132,Research & Development,R & D,6-10,6,3,Bachelor,Life Sciences,EMP-97,Medium,2,0-5 Years,Female,55,$3000-$5000,Very High,Very High,4,1,Laboratory Technician,4,Married,3038,22002,3,No,Standard,0,12,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,0-1 Years,0–5 Years,3,5,High,3,1,0,0,0
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,188,Research & Development,R & D,6-10,7,4,Master,Other,EMP-949,Medium,2,6-10 Years,Male,65,$3000-$5000,High,Very High,3,1,Research Scientist,4,Single,4678,23293,2,No,Standard,0,18,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,0,6-10 Years,6–10 Years,6,8,High,3,6,2,0,1
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,216,Research & Development,R & D,6-10,6,2,College,Medical,EMP-178,Medium,2,6-10 Years,Male,84,$3000-$5000,High,Medium,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,Standard,0,20,4,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,2,2-5 Years,6–10 Years,0,7,High,3,3,2,0,1
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,329,Research & Development,R & D,0-5,2,3,Bachelor,Life Sciences,EMP-501,Very High,4,6-10 Years,Female,96,$0-$3000,High,High,3,1,Research Scientist,3,Married,2543,11868,4,No,Standard,0,13,3,9+,2–3 Years,2,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,3,6,High,3,2,2,2,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,329,Sales,Sales,11-20,16,4,Master,Marketing,EMP-1436,High,3,11-20 Years,Female,98,$5000-$7000,Medium,Low,2,2,Sales Executive,1,Married,5647,13494,4,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,2,2-5 Years,11–15 Years,3,11,Medium,2,3,2,0,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,335,Sales,Sales,11-20,17,2,College,Marketing,EMP-1908,High,3,11-20 Years,Male,33,$5000-$7000,Medium,Medium,2,2,Sales Executive,2,Married,5507,16822,2,No,Standard,0,16,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,2,2-5 Years,11–15 Years,1,12,Low,1,4,2,1,3
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,430,Research & Development,R & D,0-5,2,4,Master,Other,EMP-1847,Very High,4,11-20 Years,Female,73,$5000-$7000,High,Medium,3,2,Research Scientist,2,Married,6962,19573,4,Yes,Overtime,1,22,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,1,0-1 Years,11–15 Years,2,15,High,3,1,0,0,0
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,506,Research & Development,R & D,0-5,3,3,Bachelor,Technical Degree,EMP-397,High,3,6-10 Years,Male,30,$3000-$5000,High,Medium,3,2,Research Scientist,2,Single,4485,26285,4,No,Standard,0,12,3,9+,6+ Years,4,6+ Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,2,10,High,3,8,0,7,7
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,559,Research & Development,R & D,11-20,12,4,Master,Life Sciences,EMP-1614,High,3,6-10 Years,Female,76,$3000-$5000,High,High,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,Overtime,1,12,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,2-5 Years,6–10 Years,2,7,High,3,3,2,1,1
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,711,Research & Development,R & D,0-5,5,4,Master,Life Sciences,EMP-1651,Medium,2,6-10 Years,Female,42,$7000-$10000,High,Low,3,3,Healthcare Representative,1,Married,8008,22792,4,No,Standard,0,12,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,2,2-5 Years,6–10 Years,6,9,High,3,3,2,0,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,852,Research & Development,R & D,0-5,5,4,Master,Life Sciences,EMP-51,Medium,2,6-10 Years,Female,82,$3000-$5000,Medium,Low,2,1,Research Scientist,1,Married,3419,13072,9,Yes,Overtime,1,14,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,0-1 Years,6–10 Years,3,6,Very High,4,1,1,0,0
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,884,Sales,Sales,0-5,1,4,Master,Life Sciences,EMP-1585,Medium,2,11-20 Years,Female,73,$5000-$7000,High,High,3,2,Sales Executive,3,Single,6815,21447,6,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,0,0-1 Years,11–15 Years,5,15,High,3,1,0,0,0
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,913,Research & Development,R & D,6-10,9,2,College,Medical,EMP-699,Medium,2,11-20 Years,Male,48,$7000-$10000,Medium,Medium,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,11–15 Years,2,13,High,3,3,2,0,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,922,Research & Development,R & D,0-5,3,2,College,Life Sciences,EMP-155,Low,1,6-10 Years,Female,39,$0-$3000,High,Very High,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,Standard,0,22,4,9+,0-1 Years,1,0-2 Years,Low,1,21%+,1,0-1 Years,6–10 Years,2,7,High,3,1,0,0,0
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1041,Human Resources,HR,11-20,13,3,Bachelor,Human Resources,EMP-829,High,3,6-10 Years,Male,36,$0-$3000,High,Medium,3,1,Human Resources,2,Married,2143,25527,4,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,2,8,High,3,5,2,0,4
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1157,Sales,Sales,0-5,2,4,Master,Life Sciences,EMP-1556,High,3,6-10 Years,Male,70,$0-$3000,High,Very High,3,1,Sales Representative,4,Single,2644,17001,3,Yes,Overtime,1,21,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,0,2-5 Years,6–10 Years,3,7,Medium,2,3,2,1,2
36,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1351,Research & Development,R & D,21+,26,4,Master,Life Sciences,EMP-1682,Low,1,6-10 Years,Male,80,$5000-$7000,High,High,3,2,Healthcare Representative,3,Married,5347,7419,6,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,2-5 Years,6–10 Years,2,10,Medium,2,3,2,0,2
36,35-44,0,No,Active,0,Travel_Rarely,11+ Years,429,Research & Development,R & D,0-5,2,4,Master,Life Sciences,EMP-1294,High,3,11-20 Years,Female,53,$5000-$7000,High,Medium,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,Overtime,1,11,3,9+,4–5 Years,3,3-5 Years,Very High,4,11-15%,0,11+ Years,16–20 Years,2,18,High,3,16,14,5,12
36,35-44,0,No,Active,0,Travel_Rarely,11+ Years,928,Sales,Sales,0-5,1,2,College,Life Sciences,EMP-857,Medium,2,11-20 Years,Male,56,$5000-$7000,High,Very High,3,2,Sales Executive,4,Married,6201,2823,1,Yes,Overtime,1,14,3,1-2,4–5 Years,3,3-5 Years,Very High,4,11-15%,1,11+ Years,16–20 Years,1,18,Medium,2,18,14,4,11
36,35-44,0,No,Active,0,Travel_Rarely,11+ Years,1223,Research & Development,R & D,6-10,8,3,Bachelor,Technical Degree,EMP-83,High,3,11-20 Years,Female,59,$10000-$15000,High,High,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,Standard,0,13,3,1-2,6+ Years,4,6+ Years,Medium,2,11-15%,3,11+ Years,16–20 Years,2,17,High,3,17,14,12,8
36,35-44,0,No,Active,0,Travel_Rarely,11+ Years,1396,Research & Development,R & D,0-5,5,2,College,Life Sciences,EMP-304,Very High,4,11-20 Years,Male,62,$5000-$7000,High,Medium,3,2,Laboratory Technician,2,Single,5914,9945,8,No,Standard,0,16,3,9+,2–3 Years,2,3-5 Years,Very High,4,16-20%,0,11+ Years,16–20 Years,3,16,Very High,4,13,11,3,7
36,35-44,0,No,Active,0,Travel_Rarely,11+ Years,1403,Research & Development,R & D,6-10,6,3,Bachelor,Life Sciences,EMP-373,Very High,4,11-20 Years,Male,47,$3000-$5000,High,Very High,3,1,Laboratory Technician,4,Married,3210,20251,0,No,Standard,0,11,3,0,6+ Years,4,6+ Years,High,3,11-15%,1,11+ Years,16–20 Years,4,16,High,3,15,13,10,11
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,172,Research & Development,R & D,0-5,4,4,Master,Life Sciences,EMP-1435,Low,1,6-10 Years,Male,37,$5000-$7000,Medium,Very High,2,2,Laboratory Technician,4,Single,5810,22604,1,No,Standard,0,16,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,0,6-10 Years,6–10 Years,2,10,Medium,2,10,4,1,8
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,311,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-1659,Low,1,11-20 Years,Male,77,$0-$3000,High,Medium,3,1,Laboratory Technician,2,Single,2013,10950,2,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,11–15 Years,4,15,High,3,4,3,1,3
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1040,Research & Development,R & D,0-5,3,2,College,Life Sciences,EMP-1664,Very High,4,11-20 Years,Male,79,$5000-$7000,Very High,Low,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,Standard,0,20,4,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,1,2-5 Years,11–15 Years,3,13,High,3,5,4,0,4
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1120,Sales,Sales,11-20,11,4,Master,Marketing,EMP-2045,Medium,2,6-10 Years,Female,100,$5000-$7000,Medium,Very High,2,2,Sales Executive,4,Married,6652,14369,4,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,2,8,Medium,2,6,3,0,0
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1174,Sales,Sales,0-5,3,4,Master,Marketing,EMP-1425,Low,1,11-20 Years,Female,99,$7000-$10000,High,Medium,3,2,Sales Executive,2,Single,9278,20763,3,Yes,Overtime,1,16,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,2-5 Years,11–15 Years,3,15,High,3,5,4,0,1
36,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1278,Human Resources,HR,6-10,8,3,Bachelor,Life Sciences,EMP-878,Low,1,6-10 Years,Male,77,$0-$3000,Medium,Low,2,1,Human Resources,1,Married,2342,8635,0,No,Standard,0,21,4,0,0-1 Years,1,0-2 Years,High,3,21%+,0,2-5 Years,6–10 Years,3,6,High,3,5,4,0,3
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,164,Sales,Sales,0-5,2,2,College,Medical,EMP-513,Medium,2,6-10 Years,Male,61,$7000-$10000,Medium,High,2,3,Sales Executive,3,Married,7596,3809,1,No,Standard,0,13,3,1-2,6+ Years,4,6+ Years,Medium,2,11-15%,2,6-10 Years,6–10 Years,2,10,High,3,10,9,9,0
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,325,Research & Development,R & D,6-10,10,4,Master,Technical Degree,EMP-1312,Very High,4,6-10 Years,Female,63,$7000-$10000,High,High,3,3,Healthcare Representative,3,Married,7094,5747,3,No,Standard,0,12,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,0,6-10 Years,6–10 Years,0,10,High,3,7,7,1,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,363,Research & Development,R & D,0-5,1,3,Bachelor,Technical Degree,EMP-1237,High,3,11-20 Years,Female,77,$10000-$15000,Low,Low,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,Overtime,1,21,4,1-2,6+ Years,4,6+ Years,High,3,21%+,1,6-10 Years,16–20 Years,2,17,High,3,7,7,7,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,530,Sales,Sales,0-5,2,4,Master,Life Sciences,EMP-1710,High,3,11-20 Years,Female,51,$3000-$5000,High,Very High,3,2,Sales Representative,4,Single,4502,7439,3,No,Standard,0,15,3,9+,6+ Years,4,6+ Years,High,3,11-15%,0,11+ Years,16–20 Years,2,17,Medium,2,13,7,6,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,557,Sales,Sales,0-5,3,3,Bachelor,Medical,EMP-2024,Low,1,6-10 Years,Female,94,$7000-$10000,Medium,Very High,2,3,Sales Executive,4,Married,7644,12695,0,No,Standard,0,19,3,0,2–3 Years,2,3-5 Years,High,3,16-20%,2,6-10 Years,6–10 Years,2,10,High,3,9,7,3,4
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,676,Research & Development,R & D,0-5,1,3,Bachelor,Other,EMP-823,High,3,6-10 Years,Female,35,$5000-$7000,High,Medium,3,2,Manufacturing Director,2,Married,5228,23361,0,No,Standard,0,15,3,0,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,2,10,High,3,9,7,0,5
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,796,Research & Development,R & D,11-20,12,5,Doctor,Medical,EMP-1073,Very High,4,11-20 Years,Female,51,$7000-$10000,Medium,Very High,2,3,Manufacturing Director,4,Single,8858,15669,0,No,Standard,0,11,3,0,6+ Years,4,6+ Years,Medium,2,11-15%,0,11+ Years,11–15 Years,2,15,Medium,2,14,8,7,8
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,917,Research & Development,R & D,6-10,6,4,Master,Life Sciences,EMP-1221,High,3,6-10 Years,Male,60,$0-$3000,Low,High,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,6-10 Years,6–10 Years,4,7,High,3,7,7,1,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,938,Research & Development,R & D,0-5,2,4,Master,Medical,EMP-958,High,3,11-20 Years,Male,79,$0-$3000,High,High,3,1,Laboratory Technician,3,Single,2519,12287,4,No,Standard,0,21,4,9+,2–3 Years,2,3-5 Years,High,3,21%+,0,11+ Years,16–20 Years,6,16,High,3,11,8,3,9
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1266,Sales,Sales,6-10,10,4,Master,Technical Degree,EMP-1880,Medium,2,6-10 Years,Female,63,$5000-$7000,Medium,High,2,2,Sales Executive,3,Married,5673,6060,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,4,10,High,3,10,9,1,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1299,Research & Development,R & D,21+,27,3,Bachelor,Medical,EMP-13,High,3,11-20 Years,Male,94,$5000-$7000,High,High,3,2,Healthcare Representative,3,Married,5237,16577,6,No,Standard,0,13,3,9+,6+ Years,4,6+ Years,Medium,2,11-15%,2,6-10 Years,16–20 Years,3,17,Medium,2,7,7,7,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1383,Research & Development,R & D,6-10,10,3,Bachelor,Life Sciences,EMP-1790,Very High,4,11-20 Years,Male,90,$7000-$10000,High,Low,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,Overtime,1,13,3,9+,4–5 Years,3,3-5 Years,Very High,4,11-15%,1,11+ Years,11–15 Years,1,15,High,3,12,8,5,7
36,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1425,Research & Development,R & D,11-20,14,1,Below College,Life Sciences,EMP-924,High,3,11-20 Years,Male,68,$5000-$7000,High,Very High,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,Overtime,1,17,3,0,4–5 Years,3,3-5 Years,Low,1,16-20%,1,11+ Years,16–20 Years,2,17,Medium,2,16,8,4,11
36,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,318,Research & Development,R & D,6-10,9,3,Bachelor,Medical,EMP-90,Very High,4,0-5 Years,Male,79,$3000-$5000,Medium,High,2,1,Research Scientist,3,Married,3388,21777,0,Yes,Overtime,1,17,3,0,0-1 Years,1,0-2 Years,Low,1,16-20%,1,0-1 Years,0–5 Years,0,2,Medium,2,1,0,0,0
36,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,660,Research & Development,R & D,11-20,15,3,Bachelor,Other,EMP-1052,Low,1,6-10 Years,Male,81,$3000-$5000,High,High,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,0-1 Years,6–10 Years,3,9,Medium,2,1,0,0,0
36,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,1456,Sales,Sales,11-20,13,5,Doctor,Marketing,EMP-1733,Medium,2,11-20 Years,Male,96,$5000-$7000,Medium,Low,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,Overtime,1,13,3,9+,2–3 Years,2,0-2 Years,Medium,2,11-15%,3,2-5 Years,16–20 Years,3,16,High,3,2,2,2,2
36,35-44,1,Yes,Left,1,Travel_Rarely,11+ Years,885,Research & Development,R & D,11-20,16,4,Master,Life Sciences,EMP-1042,High,3,11-20 Years,Female,43,$0-$3000,Very High,Low,4,1,Laboratory Technician,1,Single,2743,8269,1,No,Standard,0,16,3,1-2,6+ Years,4,6+ Years,High,3,16-20%,0,11+ Years,16–20 Years,1,18,High,3,17,13,15,14
36,35-44,1,Yes,Left,1,Travel_Rarely,3-5 Years,1218,Sales,Sales,6-10,9,4,Master,Life Sciences,EMP-27,High,3,6-10 Years,Male,82,$3000-$5000,Medium,Low,2,1,Sales Representative,1,Single,3407,6986,7,No,Standard,0,23,4,9+,0-1 Years,1,0-2 Years,Medium,2,21%+,0,2-5 Years,6–10 Years,4,10,High,3,5,3,0,3
36,35-44,1,Yes,Left,1,Travel_Rarely,6-10 Years,530,Sales,Sales,0-5,3,1,Below College,Life Sciences,EMP-967,High,3,11-20 Years,Male,51,$10000-$15000,Medium,Very High,2,3,Sales Executive,4,Married,10325,5518,1,Yes,Overtime,1,11,3,1-2,2–3 Years,2,3-5 Years,Low,1,11-15%,1,11+ Years,16–20 Years,6,16,High,3,16,7,3,7
37,35-44,0,No,Active,0,Non-Travel,0-2 Years,728,Research & Development,R & D,0-5,1,4,Master,Medical,EMP-380,Low,1,11-20 Years,Female,80,$10000-$15000,High,Very High,3,3,Research Director,4,Divorced,13603,11677,2,Yes,Overtime,1,18,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,2,2-5 Years,11–15 Years,2,15,High,3,5,2,0,2
37,35-44,0,No,Active,0,Non-Travel,0-2 Years,1040,Research & Development,R & D,0-5,2,2,College,Life Sciences,EMP-139,High,3,11-20 Years,Male,100,$5000-$7000,Medium,Very High,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,0-1 Years,16–20 Years,2,17,Very High,4,1,0,0,0
37,35-44,0,No,Active,0,Non-Travel,0-2 Years,1252,Sales,Sales,11-20,19,2,College,Medical,EMP-904,Low,1,6-10 Years,Male,32,$7000-$10000,High,Medium,3,3,Sales Executive,2,Single,7642,4814,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,2,10,High,3,10,0,0,9
37,35-44,0,No,Active,0,Non-Travel,11+ Years,1063,Research & Development,R & D,21+,25,5,Doctor,Medical,EMP-529,Medium,2,11-20 Years,Female,72,$3000-$5000,High,High,3,2,Research Scientist,3,Married,4449,23866,3,Yes,Overtime,1,15,3,9+,6+ Years,4,6+ Years,Low,1,11-15%,2,11+ Years,11–15 Years,2,15,High,3,13,11,10,7
37,35-44,0,No,Active,0,Non-Travel,3-5 Years,142,Sales,Sales,6-10,9,4,Master,Medical,EMP-626,Low,1,6-10 Years,Male,69,$7000-$10000,High,Medium,3,3,Sales Executive,2,Divorced,8834,24666,1,No,Standard,0,13,3,1-2,6+ Years,4,6+ Years,Very High,4,11-15%,1,6-10 Years,6–10 Years,6,9,High,3,9,5,7,7
37,35-44,0,No,Active,0,Non-Travel,3-5 Years,1413,Research & Development,R & D,0-5,5,2,College,Technical Degree,EMP-1440,High,3,6-10 Years,Male,84,$3000-$5000,Very High,High,4,1,Laboratory Technician,3,Single,3500,25470,0,No,Standard,0,14,3,0,0-1 Years,1,0-2 Years,Low,1,11-15%,0,6-10 Years,6–10 Years,2,7,Low,1,6,5,1,3
37,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,889,Research & Development,R & D,6-10,9,3,Bachelor,Medical,EMP-403,Medium,2,0-5 Years,Male,53,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2326,11411,1,Yes,Overtime,1,12,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,3,2-5 Years,0–5 Years,3,4,Medium,2,4,2,1,2
37,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,1231,Sales,Sales,21+,21,2,College,Medical,EMP-900,High,3,6-10 Years,Female,54,$0-$3000,High,Very High,3,1,Sales Representative,4,Married,2973,21222,5,No,Standard,0,15,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,3,10,High,3,5,4,0,0
37,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,1278,Sales,Sales,0-5,1,4,Master,Medical,EMP-1700,High,3,6-10 Years,Male,31,$7000-$10000,Low,Very High,1,2,Sales Executive,4,Divorced,9525,7677,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,2,6-10 Years,6–10 Years,2,6,Medium,2,6,3,1,3
37,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,319,Sales,Sales,0-5,4,4,Master,Marketing,EMP-311,Low,1,11-20 Years,Male,41,$0-$3000,High,Very High,3,1,Sales Representative,4,Divorced,2793,2539,4,No,Standard,0,17,3,9+,4–5 Years,3,3-5 Years,High,3,16-20%,1,6-10 Years,11–15 Years,2,13,High,3,9,8,5,8
37,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,663,Research & Development,R & D,11-20,11,3,Bachelor,Other,EMP-306,Medium,2,6-10 Years,Male,47,$10000-$15000,High,Very High,3,3,Research Director,4,Divorced,12185,10056,1,Yes,Overtime,1,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,3,6-10 Years,6–10 Years,1,10,High,3,10,8,0,7
